"1","1671.50917141"
"2","1689.51492019"
"3","2235.08032891"
"4","2676.63137255"
"5","2715.9886148"
"6","2135.42679739"
"7","668.206198608"
"8","546.568627451"
"9","827.981699346"
"10","1249.27767236"
"11","1494.14836601"
"12","1561.8001265"
